"Name","Pos","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","playerid"
"Jeff Branson","SS","149","74","855.0","159","284","10","","","62","","","","","","","","",".978","-1","1001355"
"Angel Bravo","CF","11","6","48.0","12","0","0","","","0","","","","","","","","","1.000","-1","1001367"
"Al Bridwell","SS","5","","","12","12","2","","","4","","","","","","","","",".923","-1","1001422"
"Marty Brown","3B","19","9","108.1","3","28","2","","","2","","","","","","","","",".939","-1","1001543"
"Frank Bruggy","C","6","","","17","3","3","","","0","","","","","","","0","",".870","-1","1001580"
"Gilly Campbell","C","154","","","546","92","11","","","10","","","","","","","15","",".983","-1","1001878"
"Jim Canavan","1B","1","","","9","0","2","","","1","","","","","","","","",".818","-1","1001906"
"Calvin Chapman","2B","27","","","43","47","3","","","5","","","","","","","","",".968","-1","1002142"
"Chappy Charles","SS","7","","","14","18","5","","","2","","","","","","","","",".865","-1","1002157"
"Hal Chase","2B","16","","","40","49","6","","","7","","","","","","","","",".937","-1","1002163"
"Bob Clark","C","16","","","50","16","10","","","1","","","","","","","6","",".868","-1","1002266"
"Dave Collins","1B","13","6","71.1","77","1","2","","","8","","","","","","","","",".975","-1","1002449"
"Dave Concepcion","2B","130","91","844.0","245","270","5","","","76","","","","","","","","",".990","-1","1002494"
"Pop Corkhill","3B","15","","","25","26","8","","","0","","","","","","","","",".864","-1","1002629"
"Tim Costo","1B","14","11","101.1","86","9","0","","","15","","","","","","","","","1.000","-1","1002655"
"Tim Costo","LF","11","11","80.0","24","0","1","","","0","","","","","","","","",".960","-1","1002655"
"Estel Crabtree","3B","4","","","6","10","4","","","1","","","","","","","","",".800","-1","1002714"
"Hughie Critz","SS","2","","","5","7","2","","","2","","","","","","","","",".857","-1","1002780"
"Ed Crosby","2B","5","0","14.0","4","4","1","","","2","","","","","","","","",".889","-1","1002799"
"Spud Davis","C","70","","","343","47","9","","","4","","","","","","","4","",".977","-1","1003078"
"Arturo DeFreitas","1B","12","11","79.1","77","3","1","","","10","","","","","","","","",".988","-1","1003141"
"Jim Delahanty","SS","5","","","9","9","2","","","0","","","","","","","","",".900","-1","1003157"
"John Dobbs","3B","8","","","7","11","6","","","1","","","","","","","","",".750","-1","1003340"
"Mike Donlin","1B","13","","","121","8","6","","","3","","","","","","","","",".956","-1","1003380"
"Red Dooin","C","10","","","37","6","4","","","0","","","","","","","2","",".915","-1","1003401"
"Bill Doran","3B","4","3","22.0","0","4","2","","","0","","","","","","","","",".667","-1","1003406"
"Dutch Dotterer","C","94","76","688.0","417","39","6","","","6","","","","","41","19","7","15",".987","-1","1003425"
"Jim Doyle","3B","3","","","5","2","1","","","0","","","","","","","","",".875","-1","1003464"
"Chuck Dressen","SS","3","","","3","4","5","","","0","","","","","","","","",".583","-1","1003492"
"Mariano Duncan","CF","2","1","9.0","3","0","0","","","0","","","","","","","","","1.000","-1","1003554"
"Leon Durham","1B","17","14","121.1","129","6","1","","","8","","","","","","","","",".993","-1","1003592"
"Dick Egan","3B","2","","","0","1","3","","","0","","","","","","","","",".250","-1","1003698"
"Dick Egan","SS","30","","","62","87","13","","","9","","","","","","","","",".920","-1","1003698"
"Kid Elberfeld","3B","18","","","26","41","9","","","3","","","","","","","","",".882","-1","1003722"
"Roy Ellam","SS","9","","","14","20","4","","","4","","","","","","","","",".895","-1","1003727"
"Tony Fernandez","2B","5","5","33.2","7","12","0","","","1","","","","","","","","","1.000","-1","1004002"
"Bob Fisher","2B","6","","","7","3","1","","","0","","","","","","","","",".909","-1","1004076"
"Wally Flager","SS","15","","","23","33","4","","","4","","","","","","","","",".933","-1","1004125"
"Lee Fohl","C","4","","","15","6","1","","","0","","","","","","","4","",".955","-1","1004193"
"Lew Fonseca","1B","36","","","330","16","4","","","22","","","","","","","","",".989","-1","1004205"
"Terry Francona","RF","6","1","16.2","2","0","0","","","0","","","","","","","","","1.000","-1","1004292"
"Joe Gaines","RF","4","2","25.1","6","0","0","","","0","","","","","","","","","1.000","-1","1004434"
"Leo Garcia","RF","4","0","12.0","1","0","0","","","0","","","","","","","","","1.000","-1","1004503"
"Phil Geier","3B","2","","","2","2","4","","","1","","","","","","","","",".500","-1","1004600"
"Charlie Gelbert","2B","9","","","19","12","0","","","4","","","","","","","","","1.000","-1","1004607"
"Frank Genins","3B","4","","","7","10","4","","","2","","","","","","","","",".810","-1","1004610"
"Gus Getz","2B","4","","","5","2","1","","","1","","","","","","","","",".875","-1","1004648"
"Steve Gibralter","LF","1","0","2.0","0","0","1","","","0","","","","","","","","",".000","-1","1004661"
"Norm Glockson","C","7","","","19","5","2","","","0","","","","","","","4","",".923","-1","1004786"
"Johnny Gooch","C","165","","","484","103","21","","","11","","","","","","","7","",".966","-1","1004848"
"Eddie Grant","3B","163","","","198","271","26","","","27","","","","","","","","",".948","-1","1004946"
"Gary Green","SS","6","1","27.2","1","3","0","","","0","","","","","","","","","1.000","-1","1004994"
"Bill Gray","3B","28","","","48","60","12","","","7","","","","","","","","",".900","-1","1005031"
"Ken Griffey","1B","28","18","167.2","152","10","3","","","6","","","","","","","","",".982","-1","1005044"
"Heinie Groh","SS","12","","","20","24","4","","","3","","","","","","","","",".917","-1","1005078"
"Bert Haas","3B","175","","","194","341","40","","","41","","","","","","","","",".930","-1","1005168"
"Emil Haberer","3B","3","","","1","5","5","","","0","","","","","","","","",".546","-1","1005175"
"Charley Hall","1B","2","","","15","2","3","","","1","","","","","","","","",".850","-1","1005239"
"Chuck Harmon","3B","106","","","108","177","14","","","22","","","","","","","","",".953","-1","1005372"
"Chink Heileman","3B","4","","","3","5","4","","","2","","","","","","","","",".667","-1","1005589"
"Bobby Henrich","SS","14","1","35.0","6","7","1","","","0","","","","","","","","",".929","-1","1005661"
"Cesar Hernandez","LF","29","2","77.2","29","1","1","","","0","","","","","","","","",".968","-1","1005698"
"Andy High","3B","57","","","42","82","6","","","3","","","","","","","","",".954","-1","1005795"
"Bill Hinchman","3B","4","","","3","5","3","","","0","","","","","","","","",".727","-1","1005839"
"Miller Huggins","3B","15","","","25","28","4","","","0","","","","","","","","",".930","-1","1006148"
"Emil Huhn","C","33","","","116","34","3","","","1","","","","","","","5","",".980","-1","1006170"
"Clint Hurdle","LF","17","9","85.0","16","2","1","","","0","","","","","","","","",".947","-1","1006216"
"Julian Javier","3B","19","17","148.1","11","32","5","","","4","","","","","","","","",".896","-1","1006371"
"Robin Jennings","1B","8","6","60.0","51","6","0","","","9","","","","","","","","","1.000","-1","1006397"
"Brian Johnson","C","39","26","248.1","201","11","1","","","2","","","","","14","7","4","15",".995","-1","1006432"
"Mike Kahoe","C","71","","","270","100","14","","","9","","","","","","","28","",".964","-1","1006668"
"Mike Kahoe","SS","1","","","0","1","4","","","1","","","","","","","","",".200","-1","1006668"
"John Kane","SS","6","","","11","12","3","","","0","","","","","","","","",".885","-1","1006691"
"Heinie Kappel","3B","10","","","9","20","13","","","3","","","","","","","","",".691","-1","1006695"
"Heinie Kappel","SS","26","","","27","74","25","","","5","","","","","","","","",".802","-1","1006695"
"Eddie Kasko","2B","42","32","302.1","85","91","4","","","24","","","","","","","","",".978","-1","1006711"
"Joe Kelley","2B","22","","","61","59","6","","","11","","","","","","","","",".952","-1","1006776"
"Joe Kelley","SS","15","","","19","37","9","","","6","","","","","","","","",".862","-1","1006776"
"Marty Keough","CF","30","16","186.0","44","1","2","","","0","","","","","","","","",".957","-1","1006857"
"Keith Kessinger","SS","11","7","72.1","7","22","2","","","5","","","","","","","","",".936","-1","1006878"
"Red Killefer","1B","2","","","5","0","2","","","1","","","","","","","","",".714","-1","1006907"
"Bobby Klaus","SS","3","0","11.0","2","3","1","","","0","","","","","","","","",".833","-1","1006987"
"Alan Knicely","1B","10","8","72.2","60","6","1","","","6","","","","","","","","",".985","-1","1007035"
"Brian Koelling","2B","3","3","24.0","4","12","1","","","1","","","","","","","","",".941","-1","1007075"
"Andy Kosco","3B","8","5","43.0","4","7","2","","","0","","","","","","","","",".846","-1","1007115"
"Andy Kosco","CF","8","7","50.0","14","0","0","","","0","","","","","","","","","1.000","-1","1007115"
"Wayne Krenchicki","1B","3","1","9.1","9","0","1","","","1","","","","","","","","",".900","-1","1007158"
"Chuck Kress","1B","24","","","124","11","3","","","11","","","","","","","","",".978","-1","1007159"
"Rafael Landestoy","LF","4","0","6.0","2","0","1","","","0","","","","","","","","",".667","-1","1007292"
"Arlie Latham","C","1","","","0","0","0","","","0","","","","","","","2","",".000","-1","1007371"
"Gene Locklear","RF","2","2","18.0","2","0","0","","","0","","","","","","","","","1.000","-1","1007692"
"Whitey Lockman","1B","25","8","111.1","102","10","3","","","11","","","","","","","","",".974","-1","1007694"
"Whitey Lockman","2B","6","5","51.0","9","13","0","","","4","","","","","","","","","1.000","-1","1007694"
"Armando Marsans","3B","3","","","4","5","1","","","1","","","","","","","","",".900","-1","1008131"
"Leech Maskrey","3B","2","","","4","5","3","","","0","","","","","","","","",".750","-1","1008214"
